-1.48	-1.50
-1.22	-1.24
-0.85	-0.87
-0.36	-0.37
-1.99	-2.00
-1.86	-1.88
-1.75	-1.76
-1.63	-1.65
-1.52	-1.53
-1.21	-1.22
-0.79	-0.80
-0.25	-0.26
-2.14	-2.17
-2.02	-2.05
-1.91	-1.94
-1.79	-1.83
-1.68	-1.72
-1.37	-1.41
-0.94	-0.97
-0.40	-0.42
-2.27	-2.30
-2.13	-2.17
-2.01	-2.04
-1.88	-1.91
-1.76	-1.79
-1.42	-1.46
-0.96	-0.99
-0.40	-0.42
-6.09	-5.95
-5.21	-5.07
-4.41	-4.27
-3.70	-3.56
-3.08	-2.94
-1.72	-1.59
-0.64	-0.54
-0.12	-0.07
-6.11	-5.98
-5.31	-5.18
-4.56	-4.43
-3.88	-3.74
-3.27	-3.14
-1.92	-1.80
-0.75	-0.64
-0.15	-0.09
-7.59	-7.37
-6.81	-6.59
-6.06	-5.84
-5.35	-5.14
-4.70	-4.48
-3.08	-2.87
-1.48	-1.29
-0.38	-0.26
-6.14	-6.01
-5.28	-5.14
-4.48	-4.35
-3.77	-3.64
-3.15	-3.02
-1.81	-1.69
-0.68	-0.58
-0.13	-0.08
-6.96	-6.78
-6.14	-5.97
-5.37	-5.19
-4.64	-4.47
-3.99	-3.81
-2.46	-2.29
-1.08	-0.94
-0.25	-0.16
-7.00	-6.85
-6.10	-5.94
-5.25	-5.09
-4.47	-4.31
-3.77	-3.61
-2.21	-2.06
-0.92	-0.79
-0.20	-0.12
-3.39	-3.33
-2.91	-2.85
-2.47	-2.40
-2.06	-2.00
-1.71	-1.65
-0.96	-0.90
-0.38	-0.32
-0.08	-0.04
-3.56	-3.49
-3.15	-3.07
-2.75	-2.68
-2.39	-2.31
-2.06	-1.98
-1.27	-1.20
-0.56	-0.50
-0.13	-0.09
-3.09	-3.05
-2.74	-2.70
-2.41	-2.36
-2.09	-2.05
-1.81	-1.76
-1.12	-1.08
-0.50	-0.46
-0.12	-0.09
-3.30	-3.25
-2.88	-2.83
-2.48	-2.43
-2.12	-2.06
-1.79	-1.74
-1.06	-1.00
-0.44	-0.39
-0.09	-0.06
-5.45	-5.27
-4.82	-4.65
-4.24	-4.09
-3.72	-3.57
-3.25	-3.11
-2.13	-2.02
-1.05	-0.98
-0.29	-0.27
-3.96	-3.83
-3.42	-3.30
-2.95	-2.84
-2.55	-2.45
-2.20	-2.10
-1.40	-1.34
-0.68	-0.64
-0.19	-0.19
-2.86	-2.77
-2.47	-2.39
-2.13	-2.05
-1.83	-1.77
-1.58	-1.52
-1.01	-0.97
-0.50	-0.48
-0.15	-0.15
-3.87	-3.75
-3.34	-3.23
-2.88	-2.78
-2.48	-2.39
-2.14	-2.05
-1.37	-1.30
-0.66	-0.63
-0.18	-0.17
-4.26	-4.12
-3.78	-3.65
-3.30	-3.18
-2.86	-2.74
-2.47	-2.37
-1.59	-1.51
-0.77	-0.72
-0.22	-0.20
-5.12	-4.97
-4.49	-4.35
-3.90	-3.75
-3.34	-3.21
-2.86	-2.73
-1.75	-1.64
-0.77	-0.69
-0.17	-0.13
-4.14	-4.01
-3.59	-3.46
-3.09	-2.96
-2.65	-2.53
-2.26	-2.15
-1.39	-1.29
-0.63	-0.55
-0.16	-0.12
-6.04	-5.83
-5.38	-5.18
-4.76	-4.57
-4.18	-3.99
-3.54	-3.36
-2.11	-1.95
-0.90	-0.79
-0.22	-0.16
-5.43	-5.24
-4.78	-4.60
-4.18	-4.01
-3.63	-3.47
-3.15	-2.98
-2.00	-1.86
-0.93	-0.83
-0.24	-0.19
-4.46	-4.31
-3.91	-3.77
-3.41	-3.27
-2.96	-2.83
-2.55	-2.42
-1.61	-1.50
-0.74	-0.66
-0.19	-0.15
-2.70	-2.65
-2.38	-2.33
-2.09	-2.04
-1.82	-1.78
-1.58	-1.54
-1.02	-0.99
-0.48	-0.46
-0.13	-0.12
-2.49	-2.45
-2.17	-2.13
-1.87	-1.83
-1.60	-1.56
-1.36	-1.33
-0.82	-0.79
-0.35	-0.33
-0.08	-0.07
-4.80	-4.65
-4.34	-4.20
-3.90	-3.76
-3.49	-3.35
-3.10	-2.97
-2.14	-2.02
-1.01	-0.93
-0.25	-0.22
-3.55	-3.50
-3.11	-3.06
-2.71	-2.66
-2.34	-2.29
-2.02	-1.97
-1.26	-1.22
-0.58	-0.54
-0.15	-0.13
-3.34	-3.30
-2.99	-2.94
-2.65	-2.61
-2.34	-2.30
-2.06	-2.02
-1.36	-1.32
-0.66	-0.63
-0.18	-0.16
-3.56	-3.50
-3.12	-3.06
-2.72	-2.67
-2.36	-2.31
-2.03	-1.98
-1.28	-1.23
-0.58	-0.55
-0.15	-0.13
-2.19	-2.17
-1.94	-1.91
-1.70	-1.68
-1.48	-1.46
-1.28	-1.26
-0.81	-0.79
-0.36	-0.35
-0.08	-0.08
-0.77	-0.78
-0.69	-0.69
-0.61	-0.61
-0.54	-0.54
-0.47	-0.47
-0.30	-0.30
-0.13	-0.14
-0.03	-0.03
-2.75	-2.71
-2.48	-2.45
-2.23	-2.20
-2.00	-1.96
-1.78	-1.74
-1.23	-1.19
-0.63	-0.59
-0.17	-0.15
-2.44	-2.42
-2.22	-2.20
-2.00	-1.99
-1.80	-1.78
-1.61	-1.59
-1.12	-1.10
-0.58	-0.56
-0.15	-0.14
-1.77	-1.74
-1.59	-1.56
-1.42	-1.39
-1.26	-1.23
-1.11	-1.08
-0.73	-0.70
-0.35	-0.32
-0.08	-0.07
-2.93	-2.88
-2.65	-2.60
-2.38	-2.33
-2.12	-2.07
-1.88	-1.83
-1.27	-1.23
-0.63	-0.59
-0.17	-0.14
-3.13	-3.08
-2.79	-2.74
-2.47	-2.41
-2.15	-2.09
-1.86	-1.80
-1.16	-1.11
-0.52	-0.48
-0.12	-0.09
-4.60	-4.49
-4.05	-3.94
-3.55	-3.45
-3.09	-2.99
-2.68	-2.59
-1.72	-1.64
-0.81	-0.74
-0.21	-0.17
-1.95	-2.00
-1.76	-1.80
-1.50	-1.54
-1.28	-1.32
-1.10	-1.14
-0.69	-0.72
-0.32	-0.35
-0.09	-0.11
-0.44	-0.45
-0.41	-0.41
-0.37	-0.38
-0.34	-0.35
-0.31	-0.31
-0.22	-0.23
-0.12	-0.13
-0.03	-0.04
-1.38	-1.39
-1.28	-1.29
-1.18	-1.18
-1.08	-1.08
-0.98	-0.98
-0.71	-0.71
-0.38	-0.38
-0.11	-0.10
-3.38	-3.28
-3.06	-2.97
-2.76	-2.67
-2.47	-2.39
-2.21	-2.13
-1.54	-1.47
-0.72	-0.67
-0.18	-0.15
-3.82	-3.71
-3.43	-3.32
-3.06	-2.95
-2.71	-2.61
-2.40	-2.30
-1.63	-1.54
-0.83	-0.76
-0.23	-0.20
-3.91	-3.83
-3.45	-3.37
-3.01	-2.93
-2.61	-2.53
-2.25	-2.17
-1.41	-1.33
-0.62	-0.55
-0.14	-0.10
-2.44	-2.40
-2.20	-2.16
-1.98	-1.94
-1.76	-1.73
-1.56	-1.53
-1.06	-1.03
-0.50	-0.48
-0.10	-0.09
-1.04	-1.06
-0.95	-0.97
-0.86	-0.88
-0.78	-0.80
-0.71	-0.72
-0.51	-0.53
-0.28	-0.30
-0.09	-0.10
-2.68	-2.64
-2.45	-2.41
-2.22	-2.18
-2.01	-1.97
-1.81	-1.77
-1.29	-1.25
-0.69	-0.66
-0.20	-0.18
